a,person_id,fio,orcid,researcherId,scopusId,openAlexId,alt_fios
6746,1082890,M. Karagounis,0000-0003-1886-6411,,,A5018549270,M. Karagounis; Michael Athanassios Karagounis; Michael Karagounis
6747,1082891,S. Li,,,,A5018594462,S. Li
6748,1082892,J. A. Manjarres Ramos,,,,A5019184604,J. A. Manjarres Ramos; J. A Manjarres Ramos; Joany Andreina Manjarres Ramos
6749,1082893,A. Molfetas,,,,A5019885222,A. Molfetas; Angelos Molfetas
6750,1082894,C. M. Lester,,,,A5022096356,C. Lester; C. M. Lester; Christopher Lester; Christopher Michael Lester
6751,1082895,J. Zhang,0000-0002-4380-1655,,,A5022410999,J. Zhang
6752,1082896,J. Kroll,0000-0002-0964-6815,,,A5023609071,J. Kroll; J.G. Kroll; Jiri Kroll; Jiří Kroll
6753,1082897,N. J. Cooper-Smith,,,,A5024131057,N. J. Cooper‐Smith; Neil Cooper‐Smith
6754,1082898,T. Cuhadar Donszelmann,0000-0003-3519-1356,,,A5025001949,T. Cuhadar Donszelmann; T Donszelmann; Tulay Cuhadar Donszelmann
6755,1082899,H. G. Moser,,,,A5026062703,H G. Moser; H. G. Moser; H. Geofrey Moser; H. Moser; H. ‐G. Moser; H.‐G Moser; Hans‐Gunther Moser; Hans‐Günther Moser
6756,1082900,T. Kitamura,,,,A5026466536,T. Kitamura; Takumi Kitamura
6757,1082901,V. E. Özcan,,,,A5026601903,Ozcan Ve; V. E. Ozcan; V. E. Özcan; V. Erkcan Özcan; V. Ozcan; V. Özcan; Ve E. Ozcan; Ve Ozcan; Volkan Özcan
6758,1082902,Y. Chen,,,,A5028114359,Y. Chen
6759,1082903,L. Z ivković,,,,A5028699810,L. Ivković; L. Z ivković
6760,1082904,Patrick Schmid,0000-0001-7747-3306,,,A5028829460,P. Schmid; P. Stehrer Schmid; Patrick Schmid
6761,1082905,X. Zhang,,,,A5028990419,X. Zhang
6762,1082906,B. G. Pope,,,,A5029017845,B. G. Pope; B. Pope; B G. Pope; Bg G. Pope
6763,1082907,T. Lazovich,0000-0001-8183-2295,,,A5029115839,T. Lazovich; Tomo Lazovich
6764,1082908,H. Boterenbrood,,,,A5029356996,H. Boterenbrood; Henk Boterenbrood
6765,1082909,B. A°sman,,,,A5030504852,B. A°sman
6766,1082910,A. Nelson,,,,A5030893481,A. Nelson; A. E. Nelson; Andy Nelson
6767,1082911,C. G. Lester,,,,A5032651119,C. Lester; Christopher Lester; C. G. Lester; Christopher G. Lester; Christopher Gorham Lester
6768,1082912,M. A. Alam,0000-0002-6762-4382,,,A5033237765,M. Alam; Mohammad Alam; M. A. Alam; M. Ashraful Alam; Md. Ashraful Alam; Mohammad A. Alam; Mohammad Ashraful Alam
6769,1082913,N. Triplett,,,,A5033388438,N. Triplett; Nathan Edward Triplett; Nathan Triplett
6770,1082914,T. Abajyan,,,,A5033435943,Abajyan Tatevik; T. Abajyan; Tatevik Abajyan
6771,1082915,T. M. Liss,,,,A5034352166,T. Liss; T. M. Liss; Tm Liss; Liss Tm
6772,1082916,A. T. Watson,,,,A5037479100,A. Watson; A. T. Watson; At Watson; A.T Watson; At T. Watson; a T. Watson
6773,1082917,C. J. S. Young,0000-0001-5858-6639,,,A5038510970,C. Young; C. J. Young; Christopher J. Young; Christopher Young; C. J S Young; C. J. S. Young; C.J.S Young; Chris Young; Christopher John Smart Young; Christopher John Young
6774,1082918,M. W. Krasny,,,,A5039151454,M. Krasny; M. W. Krasny; M.W Krasny; Mw. Krasny
6775,1082919,C. P. Bee,,,,A5040194813,C P. Bee; C. Bee; C. P. Bee; Chris Bee
6776,1082920,Y. Wu,0000-0002-1835-7660,,,A5041307661,Y. Wu; Y. G. Wu; Yongcheng Wu; y G. Wu
6777,1082921,B. P. Kers evan,,,,A5041496074,B. P. Kers evan
6778,1082922,P. T. Keener,,,,A5041534109,P. Keener; P. T. Keener; P.T Keener; Paul Keener
6779,1082923,A. M. Leyko,,,,A5042041878,A. Leyko; A. M. Leyko
6780,1082924,Z. Zinonos,,,,A5042504644,Z. Zinonos; Zinonas Zinonos
6781,1082925,C. T. Potter,,,,A5042961586,C. Potter; C. T. Potter; Christina Potter
6782,1082926,M. A. L. Leite,,,,A5043319793,M. Leite; M. A L Leite; M. A. L. Leite; Mal Leite
6783,1082927,A. Schaelicke,,,,A5043384644,A. Schaelicke; Andreas Schaelicke
6784,1082928,J. Mc Donald,,,,A5043774890,J. Mc Donald; J. Mc.donald; Jeffrey Mc Donald
6785,1082929,S. Schmitt,0000-0001-8387-1853,,,A5046135832,S. Schmitt; Stefan M. Schmitt; Stefan Schmitt
6786,1082930,R. Tanaka,0000-0001-7309-7374,,,A5046399178,R. Tanaka; R. I. Tanaka; Rei Tanaka
6787,1082931,J. R. Carter,,,,A5047193848,J. R. Carter
6788,1082932,Ph. Gris,,,,A5049399175,P. Gris; P. L. Y. Gris; Ph. Gris; P. L Y Gris
6789,1082933,J. Boyd,,,,A5051110311,J. Boyd; J. T. Boyd; Jamie Boyd; Jamie T. Boyd; Jamie Travis Boyd
6790,1082934,D. Froidevaux,,,,A5051454149,D. Froidevaux; Deceased Froidevaux
6791,1082935,H. L. Li,,,,A5052171157,H. L. Li
6792,1082936,J. Backus Mayes,,,,A5052732223,J. Backus Mayes; John Backus Mayes
6793,1082937,E. Torró Pastor,,,,A5054017100,E. Torro Pastor; E. Torrò Pastor; E. Torró Pastor; ET Pastor
6794,1082938,T. P.A. A°kesson,,,,A5054593331,T. P.A. A°kesson
6795,1082939,V. Kolesnikov,,,,A5057544427,В. А. Колесников; Vladimir Alexandrovich Kolesnikov
6796,1082940,A. T. Goshaw,0000-0002-5704-0885,,,A5058236463,A. Goshaw; A. T. Goshaw; A.T Goshaw; Alfred Goshaw; Alfred T. Goshaw; Alfred Thomas Goshaw
6797,1082941,R. Van Berg,,,,A5059629106,R. Berg; R. Van Berg; RV Berg
6798,1082942,Z. Zhang,,,,A5060913056,Z. Zhang
6799,1082943,S. Pagan Griso,0000-0003-0999-5019,,,A5062064625,S. Pagan Griso; S. Pagan‐Griso; Simone Pagan Griso
6800,1082944,S. O. Holmgren,,,,A5062207106,S O. Holmgren; S ‐O. Holmgren; S. Holmgren; S. O Holmgren; S. O. Holmgren; S. ‐O. Holmgren; S.‐. Holmgren; S.‐O Holmgren; So Holmgren; S‐O. Holmgren
6801,1082945,Z. G. Zhao,0000-0001-7961-4694,,,A5063037203,Z. G. Zhao; Z. Zhao; Zecheng Zhao; Ze‐An Zhao; Zhangqi Zhao; Zhen‐Zhu Zhao; Zhizhen Zhao; Zida Zhao; zhixi Zhao
6802,1082946,T. Z enis,,,,A5063430832,T. Z enis
6803,1082947,R. N. Clarke,,,,A5064837918,R. Clarke; R. N. Clarke
6804,1082948,K. H. Becks,,,,A5065082142,K. Becks; K.‐H. Becks; K. H. Becks; K.H Becks; K.‐H Becks; Karl‐Heinz Becks
6805,1082949,K. K. Gan,,,,A5065487349,K K. Gan; K. Gan; K. K. Gan; K.K Gan; Kock Kiam Gan
6806,1082950,G. L. Dârlea,,,,A5066807519,G. L. Darlea; G. L. Dârlea; G‐L Darlea; G–L Darlea; G–L Dârlea
6807,1082951,S. Lai,,,,A5066845500,S. Lai; S.Y. Lai; Stan Lai
6808,1082952,G.N. Taylor,,,,A5067262206,G. Taylor; G. N. Taylor; Gn Taylor
6809,1082953,C. Petridou,,,,A5068617329,C. Petridou; C.I. Petridou; Chara Petridou
6810,1082954,Y. V. Grishkevich,,,,A5069259982,Y. Grishkevich; Y. V. Grishkevich; Ya. Grishkevich; Ya. V. Grishkevich
6811,1082955,B. T. King,,,,A5069400400,B. King; B. T. King; Benedikt King
6812,1082956,G. H. Trilling,,,,A5070706775,G. H. Trilling; G. Trilling
6813,1082957,O. Gildemeister,,,,A5070785102,O. Gildemeister
6814,1082958,S. Chen,,,,A5074660444,S. Chen
6815,1082959,J. Silva,,,,A5075150985,J. Silva
6816,1082960,M. Byszewski,,,,A5075185293,M. Byszewski; Marcin Byszewski; Marcin z Drozdowa Byszewski
6817,1082961,M. Gilchriese,,,,A5076213305,M. Gilchriese; M G.D. Gilchriese; M. G. D. Gilchriese; M. G. Gilchriese; Mgd Gilchriese
6818,1082962,I. Watanabe,,,,A5076577379,I. Watanabe; I.W. Watanabe; Ippei Watanabe
6819,1082963,M. Agustoni,0000-0003-4060-0134,,,A5076800343,M. Agustoni; Marco Agustoni
6820,1082964,J. B. Hansen,,,,A5078327388,J. Hansen; Jd Hansen; J B. Hansen; J. B. Hansen; J.B Hansen
6821,1082965,C. Friedrich,,,,A5079567137,C. Friedrich; C. Luft Friedrich; Conrad Friedrich
6822,1082966,Y. Liu,,,,A5079725991,Y. Liu
6823,1082967,S. Farrell,0000-0003-1854-4113,,,A5081549062,S. Farrell; Steven Andrew Farrell; Steven Farrell
6824,1082968,P. Delpierre,,,,A5082125564,P A. Delpierre; P. A. Delpierre; P. Delpierre; Pierre Delpierre
6825,1082969,B. Walsh,0000-0003-1689-2309,,,A5082170516,B. Walsh; Ben Walsh; Brian J. Walsh; Brian James Walsh; Brian Walsh
6826,1082970,E. E. Kluge,,,,A5082391581,E E. Kluge; E. E. Kluge; E. Kluge; E. ‐E. Kluge; E.E Kluge; E.‐E Kluge; Ee Kluge
6827,1082971,B. Li,,,,A5084542810,B. Li
6828,1082972,P. R. Norton,,,,A5084780687,P R. Norton; P. Norton; P. R. Norton; P.R Norton; Peter Norton; Peter R. Norton; Peter R. NortonP.R. Norton; Peter Robert Norton
6829,1082973,L. Liu,,,,A5086323283,L. Liu
6830,1082974,A. E. Nuncio-Quiroz,,,,A5087254822,A. E. Nuncio‐Quiroz; A. ‐E. Nuncio‐Quiroz; A. E. NuncioQuiroz; A.‐E Nuncio‐Quiroz; Adriana‐Elizabeth Nuncio‐Quiroz
6831,1082975,A. Filipc ic,,,,A5088247365,A. Filipc ic
6832,1082976,A. S. Kozhin,,,,A5088252747,A. Kozhin; A. S. Kozhin; Anatoli Kozhin
6833,1082977,H. Lee,,,,A5088805627,H. Lee
6834,1082978,K. Liu,,,,A5091209030,K. Liu
6835,1082979,X. Li,,,,A5091565942,X. Li
6836,1082980,H. J. Stelzer,,,,A5000493685,H. Stelzer; H. J. Stelzer
6837,1082981,D. Kollár,,,,A5001321319,D. Kollar; D. Kollár; Daniel Kollar; Daniel Kollár
6838,1082982,Timothy W. Jones,0000-0002-7989-1998,,http://www.scopus.com/authid/detail.url?authorId=35315843900,A5001709101,T. Jones; T. W. Jones; Tim Jones; Tim W. Jones; Timothy Jones; Timothy W. Jones; Timothy William Jones; Traci Jones
6839,1082983,R. Hackenburg,,,,A5001823706,R. Hackenburg; R. W. Hackenburg
6840,1082984,J. R. Keates,,,,A5001847619,J. Keates; J. R. Keates; James Keates; James Robert Keates
6841,1082985,S. I. Kazi,,,,A5001941542,S. I. Kazi; S. Kazi; Sakib Kazi
6842,1082986,H. Tyrvainen,,,,A5002041073,H. Tyrvainen; Harri Tyrvainen
6843,1082987,K. Murakami,,,,A5002373101,K. Murakami; K.‐I. Murakami; Koichi Murakami; Kuniomi Murakami
6844,1082988,Steve Fisher,,,,A5002543357,S. Fisher; S. M. Fisher; Steve Fisher
6845,1082989,F. Cataneo,,,,A5002828946,F. Cataneo; Fernando Cataneo
6846,1082990,E. O. Ortega,,,,A5003103038,E. O. Ortega; E. Ortega; Edwardo Ortega
6847,1082991,E. Brambilla,,,,A5003136795,E. Brambilla; Elizabeth Brambilla
6848,1082992,G. Ionescu,,,,A5003759198,G. Ionescu; Gelu Ionescu
6849,1082993,J. G. Drohan,,,,A5003840573,J. Drohan; J. G. Drohan; Janice Gail Drohan
6850,1082994,G. Lehmann Miotto,,,,A5003943497,G. Lehmann Miotto; GL Miotto
6851,1082995,J. Ye,,,,A5004120101,J. Ye
6852,1082996,B. H. Samset,0000-0001-8013-1833,,http://www.scopus.com/inward/authorDetails.url?authorID=6602988199&partnerID=MN8TOARS,A5004198144,B. H. Samset; B. Samset; B.H Samset; Bjorn H. Samset; Bjorn Samset; Björn Hallvard Samset; Bjørn H. Samset; Bjørn Hallvard Samset; Bjørn Halvard Samset; Bjørn Samset; Samset Bh
6853,1082997,A. Cazzato,,,,A5004303311,A. Cazzato; Antonella Cazzato
6854,1082998,J. Lu,,,,A5004354642,J. Lu; J. G. Lu; Jizong Lu; Ji‐Zong Lu
6855,1082999,R. Ely,,,,A5004414993,R. Ely; R. P. Ely; Rp Ely
6856,1083000,S. A. Gorokhov,,,,A5004594594,S. A. Gorokhov; S. Gorokhov; Serguei Gorokhov
6857,1083001,J. Cammin,,,,A5004745943,J. Cammin; Jochen Cammin
6858,1083002,J. Meinhardt,,,,A5004782854,J. Meinhardt; Jens Meinhardt
6859,1083003,Y. Zalite,,,,A5004817561,Y. K. Zalite; Y. Zalite; Yo K. Zalite; Yo. K. Zalite; Yo. Zalite
6860,1083004,Z. Liang,,,,A5004857159,Z. Liang; Z. T. Liang; Liang Zhi‐hua; Zhihua Liang
6861,1083005,Gong Cheng,0000-0001-7941-5011,,,A5005357352,C. Gong; Chang Gong; Gong Chang; ChangChun Gong; Chao Gong; Cheng Gong; Chenxi Gong; Chuanbo Gong; Chuncheng Gong; Cunyan Gong; G. Cheng; G.H. Cheng; Gong Chang‐Chun; Gong Chao; Gong Cheng; Gong Chuan‐Bo; Gong Chun‐cheng; Gong Cunyan
6862,1083006,T. Isobe,0000-0001-5163-030X,,,A5006013464,Isobe Tadaaki; T. Isobe; Tadaaki Isobe
6863,1083007,P. J. Clark,,,,A5006038262,P. Clark; P. J. Clark; Pj Clark; P J. Clark; Pj J. Clark
6864,1083008,M. Nožička,,,,A5006236738,M. Nozicka; M. Nožicka; M. Nožička; Miroslav Nožička
6865,1083009,J. J. Veillet,,,,A5006377327,J J. Veillet; J. J. Veillet; J. Veillet; J.J Veillet; J.J. Kavelaars R.L. Jones B.J. Gladman J.‐M. Petit J.Wm Parker C. van Laerhoven P. Rousselot O. …; J.‐J. Veillet; Jean‐Jacques Veillet
6866,1083010,S. H. Kim,,,,A5006405293,S. H. Kim
6867,1083011,G. Schuler,,,,A5006482051,G A Schuler; G. Schuler; Georges Schuler; Georges Schüler
6868,1083012,J. Grognuz,,,,A5006488998,J. Grognuz; Joel Grognuz
6869,1083013,O. K. Baker,,,,A5006613680,O. Baker; O. K. Baker; O.K Baker; O.K. | Baker; O.Keith Baker
6870,1083014,L. M. Mir,,,,A5006673646,L M. Mir; L. M. Mir; L. Mir; L.M Mir; Lm M. Mir; Lm Mir; Mir Lm
6871,1083015,W. Lau,,,,A5006792389,W. Lau; W.W. Lau; Wing Lau; Wing W. Lau
6872,1083016,C. U. Felzmann,,,,A5006834106,C. Felzmann; C. U. Felzmann
6873,1083017,S. Poddar,,,,A5007331950,Poddar Sujoy; S. K. Poddar; S. Poddar; Sujoy Poddar
6874,1083018,F. Losterzo,,,,A5007522926,F. Losterzo
6875,1083019,B. Górski,,,,A5007734141,B. Gorski; B. Górski; B. T. Gorski; Brunhilde Gorski
6876,1083020,C. Shaw,,,,A5008580695,C. Shaw; Christian Alexander Shaw; Christian Shaw; Colby T. Shaw
6877,1083021,M. L. Gonzalez Silva,,,,A5009051091,M. L. Gonzalez Silva
6878,1083022,C. Xu,0000-0002-6019-6207,,,A5009115781,C. Xu; Cheng Xu; C. J. Xu; Canchen Xu; Caroline Xu; Cheng Jie Xu
6879,1083023,G. L. Usai,0000-0002-8659-8378,,,A5009315304,G. Usai; Gianluca Usai; G L. Usai; G. L. Usai; G.L Usai
6880,1083024,P. Renkel,,,,A5009334385,P. Renkel; Peter Renkel
6881,1083025,H. Landsman,,,,A5009334456,H. Landsman; Hagar Landsman
6882,1083026,B. Rensch,,,,A5009413974,B. Rensch; Betram Rensch
6883,1083027,U. Schäfer,0000-0003-2649-3731,,http://www.scopus.com/inward/authorDetails.url?authorID=13007897300&partnerID=MN8TOARS,A5010066502,U. F. Schafer; U. Schafer; U. Schäfer; U.F. Schäfer; Ulrich F. Schäfer; Ulrich Friedrich Schäfer; Ulrich Schafer; Ulrich SchÃ¤fer; Ulrich Schäfer
6884,1083028,B. Beare,,,,A5010109647,B. Beare; Brian Beare
6885,1083029,F. Cerutti,0000-0002-9236-6223,,,A5010251560,F. Cerutti; F. H. Cerutti; Francesco Cerutti
6886,1083030,C. Schmitt,,,,A5010289098,C. Schmitt; Christelle Schmitt
6887,1083031,S. Ye,,,,A5010550307,S. Ye
6888,1083032,F. M. Brochu,,,,A5010653011,F. Brochu; F. M. Brochu
6889,1083033,M. G. Wilson,,,,A5010753880,M. G. Wilson; M. Wilson; Wilson Mg; M G. Wilson; Mg G. Wilson; Mg Wilson
6890,1083034,H. H. Williams,,,,A5010877992,H. H. Williams; H. Williams; Hh Williams; Williams Hh
6891,1083035,P. Bright-Thomas,,,,A5010883578,P Brightthomas; P G. Bright‐Thomas; P. Bright‐Thomas; P. G. Bright‐Thomas; Pg Bright‐Thomas; Pg G. Bright‐Thomas
6892,1083036,J. R. Carter,,,,A5011355085,J. R. Carter
6893,1083037,M. Ackers,,,,A5011710543,M. Ackers; Mark Ackers
6894,1083038,G. Battistoni,0000-0003-3484-1724,,,A5011742598,Battistoni Giuseppe; G. Battistoni; Giuseppe Battistoni
6895,1083039,H. Kiyamura,,,,A5011759660,H. Kiyamura; Hironori Kiyamura
6896,1083040,H. Wang,,,,A5012183842,H. Wang
6897,1083041,L. Lee,,,,A5012716602,L. Lee
6898,1083042,J. Booth,,,,A5012855482,J. Booth; J. R A Booth; J. R. A. Booth; Jeffrey Booth
6899,1083043,Y. Rodríguez García,0000-0003-2729-6086,,,A5012990874,Y. García; Y. Rodriguez Garcia; Y. Rodríguez García; Yohany Rodriguez Garcia
6900,1083044,F. Föhlisch,,,,A5013053843,F. Fohlisch; F. Föhlisch; Florian Föhlisch
6901,1083045,R. Lifshitz,,,,A5014461284,R. Lifshitz; Ronen Lifshitz
6902,1083046,J. Weber,,,,A5015377715,J. C. Weber; J. Weber; Jens Weber
6903,1083047,N. Gollub,,,,A5015488035,N. Gollub; N. P. Gollub; Nils Gollub
6904,1083048,J. Zhang,,,,A5015804834,J. Zhang
6905,1083049,S. J. McMahon,0000-0001-5980-6728,,http://www.scopus.com/inward/authorDetails.url?authorID=35737693200&partnerID=MN8TOARS,A5016070046,S. J. Mcmahon; S. Mcmahon; S J. Mcmahon; S.J McMahon; Stephen J. McMahon; Stephen Joseph McMahon; Stephen Mcmahon
6906,1083050,J. B. Liu,,,,A5016163096,J. B. Liu
6907,1083051,S. Böser,0000-0002-5918-4890,,,A5016212376,S. Boser; S. Böser; Sebastian Boser; Sebastian Böser
6908,1083052,J. Walbersloh,,,,A5016260306,J. Walbersloh; Jorg Walbersloh; Jörg Walbersloh
6909,1083053,T. K. Ohska,,,,A5016345450,T. K. Ohska; T. Ohska; T.K Ohska; Tokio Kenneth Ohska; Tokio Ohska
6910,1083054,I. Perić,0000-0003-0408-4742,,,A5016360645,I. Peric; I. Perić; I. Períc; Ivan Peric; Ivan Perić; Ivan Períc
6911,1083055,V. Lapin,,,,A5017541148,V. Lapin; V. V. Lapin
6912,1083056,M. Ziółkowski,0000-0001-7019-7193,,http://www.scopus.com/inward/authorDetails.url?authorID=56919502100&partnerID=MN8TOARS,A5018314407,M Ziólkowski; M. Ziolkowski; M. Ziolkowski.; M. Ziółkowski; Michal Ziolkowski; Michal Ziólkowski; Michał Ziołkowski; Michał Ziółkowski
6913,1083057,A. V. Akimov,0000-0002-2846-2958,,,A5018394330,A. >V. Akimov; Andrei Akimov; Андрей Акимов
6914,1083058,A. J.M. Muijs,,,,A5018474142,A J M. Muijs; A. J M Muijs; A. J. M. Muijs; A. Muijs; A.J.M Muijs; Ajm Muijs
6915,1083059,E. Brubaker,0000-0002-2743-7371,,,A5018574056,E. Brubaker; Erik Brubaker; Erik M. Brubaker; Erik Matthews Brubaker
6916,1083060,C. Zeitnitz,,,,A5018721151,C. Zeitnitz; Ch. Zeitnitz
6917,1083061,O. Krasel,,,,A5018832010,O. Krasel; Olaf Krasel
6918,1083062,Ch. Geich-Gimbel,,,,A5019041014,C. Geich‐Gimbel; C GeichGimbel; C. N.P. Ch Geich‐Gimbel; Ch. Geich‐Gimbel
6919,1083063,P. K. Teng,,,,A5019265137,P. K. Teng; P. Teng; P.‐K. Teng; Ping Kun Teng; Ping Teng
6920,1083064,Yury Tikhonov,,,,A5019823688,Y. Tikhonov; Y. A. Tikhonov; Yury Tikhonov
6921,1083065,D. Fassouliotis,,,,A5019829165,D. Fassouliotis; Dimitris Fassouliotis
6922,1083066,M. Aleppo,,,,A5019888269,M. Aleppo
6923,1083067,Z. Qian,,,,A5019912558,Z. Qian; Z. B. Qian; Zubao Qian; Zu‐Bao Qian
6924,1083068,A. Morais,0000-0001-7141-8162,,,A5020154569,A. Morais; A. Moraisa; A. P. Morais; ALESSANDRA DE MORAIS; Ant onio P. Morais; Antonio Morais; Antonio P. Morais; António Morais; António P. Morais
6925,1083069,M. A. Díaz,,,,A5020628404,M. Diaz; M. A. Diaz; M Díaz; M. A. Díaz; M. Angeles Diaz; M. Ángeles Díaz; Ma Angeles Diaz; Ma Ángeles Díaz; Marion Diaz
6926,1083070,J. C. Wang,,,,A5020650396,J. C. Wang
6927,1083071,D. W. Miller,,,,A5020769179,D. Miller; D. W. Miller; Dw Miller
6928,1083072,P.S.L. Booth,,,,A5021501754,P. Booth; P S L. Booth; P. S L Booth; P. S. Booth; P. S. L. Booth; P. S. L. Boóth; P.S.L Booth; Psl Booth
6929,1083073,S. Li,,,,A5021805308,S. Li
6930,1083074,C. D. Cojocaru,,,,A5021852312,C. Cojocaru; C. D. Cojocaru; Claudiu Cojocaru; Claudiu D. Cojocaru; Claudiu Dorin Cojocaru
6931,1083075,O. V. Solovyanov,,,,A5021957208,O. Solovyanov; O. V. Solovyanov
6932,1083076,R. Zimmermann,,,,A5022129744,R. Zimmermann; Raoul Zimmermann
6933,1083077,W. F. Mader,,,,A5022404362,Mader Wf; W. F. Mader; W. Mader; Wf Mader
6934,1083078,Thomas J. McMahon,,,,A5022745534,T. Mcmahon; T. J. Mcmahon; T.J McMahon; Thomas J. Mcmahon; Thomas Joseph McMahon; Thomas Mcmahon
6935,1083079,A. Lebedev,,,,A5022948267,А. А. Лебедев; Alexei Lebedev
6936,1083080,V. O. Tikhomirov,,,,A5023111443,V. O. Tikhomirov; V. Tikhomirov; Vladimir Tikhomirov
6937,1083081,M. H. Lehto,,,,A5023281435,M H. Lehto; M. H. Lehto; M. Lehto; Mark H. Lehto; Mark Lehto
6938,1083082,T. Barklow,,,,A5023505598,Barklow Tl; T. Barklow; TL Barklow
6939,1083083,M. Ramstedt,,,,A5023522393,M. Ramstedt; Magnus Ramstedt
6940,1083084,K. Karr,,,,A5023940544,K. Karr; Kristo Karr; Kristo Michael Karr
6941,1083085,H. Chen,,,,A5024123530,H. Chen
6942,1083086,A. Lavorato,,,,A5024609049,A. Lavorato; Antonia Lavorato
6943,1083087,S. Nelson,,,,A5024706267,S. Nelson; S. O. Nelson; Silke Nelson; Sophia C K Nelson
6944,1083088,I. Fedorko,,,,A5024916185,Fedorko Ivan; I. Fedorko; Ivan Fedorko
6945,1083089,L. Moneta,,,,A5025129711,L. Moneta; Lorenzo Moneta
6946,1083090,M. G. Alviggi,,,,A5025275735,Alviggi Mg; M G. Alviggi; M. Alviggi; M. G. Alviggi; M.G Alviggi; M._G. Alviggi; Mg Alviggi
6947,1083091,A. S. Mete,,,,A5025537072,A. Mete; A. S. Mete
6948,1083092,J. Klaiber-Lodewigs,,,,A5025618726,J. Klaiber‐Lodewigs; Jonas Klaiber‐Lodewigs; Jonas M. Klaiber‐Lodewigs
6949,1083093,S. Sultansoy,,,,A5025807577,S. Sultansoy; S.F. Sultansoy; Sf Sultansoy
6950,1083094,A. Ferrari,,,,A5025819624,A. Ferrari; A. C. Ferrari; Anthony Ferrari; Atalaya Ferrari
6951,1083095,Rosario Coluccia,0000-0001-9203-6411,,,A5025999945,R. Coluccia; Rosario Coluccia
6952,1083096,P. Cavalleri,,,,A5026140290,P. Cavalleri; Pietrio Cavalleri
6953,1083097,D. Rodriguez,,,,A5026269922,D Rodríguez; D. Rodriguez; D. Ruíz Esparza Rodríguez; Dairon Rodriguez
6954,1083098,K. Facius,,,,A5026327817,K. Facius
6955,1083099,F. Khalil-zada,,,,A5026356396,F. Khalil‐Zada; Farhad Khalil‐Zada
6956,1083100,A. G. Myagkov,,,,A5027081528,A. G. Myagkov; A. Myagkov; Alexei Myagkov
6957,1083101,D. Romero Maltrana,0000-0003-2550-5243,,,A5027606645,D. Maltrana; D. Romero Maltrana; Diego Maltrana; Diego Romero Maltrana; Diego Romero‐Maltrana
6958,1083102,S. V. Kopikov,,,,A5027717710,S. Kopikov; S. V. Kopikov; S.V Kopikov; Sergey Kopikov
6959,1083103,C. M. Tevlin,,,,A5027795629,C. M. Tevlin; C. Tevlin; Christopher Tevlin
6960,1083104,P. V. M. Da Silva,,,,A5027933643,P. V. M. Da Silva
6961,1083105,V. Tcherniatine,,,,A5028690854,V. Tcherniatine; Valeri Tcherniatine
6962,1083106,M. Zdrazil,,,,A5028978113,M. Zdrazil; Marian Zdrazil; Marian Zdražil
6963,1083107,J. Silva,,,,A5029100314,J. Silva
6964,1083108,S. Baker,,,,A5029339235,S. Baker; S. J. Baker; Sophie Baker
6965,1083109,P. F. Zema,,,,A5029340938,P. F. Zema; P. Zema; Pasquale Federico Zema
6966,1083110,K. Bernardet,,,,A5029515268,K. Bernardet; Karim Bernardet
6967,1083111,J. Searcy,,,,A5029769378,J. Searcy; Jacob A. Searcy; Jacob Searcy
6968,1083112,B. Ko,,,,A5029829213,B. Ko; B. R. Ko; Byeonghak Ko
6969,1083113,Roger Raupp Ríos,0000-0002-5105-3861,,,A5029878006,R. Rios; R. R. De Los Rios; R. R. Rios; R. Ríos.; Roger Raupp Rios; Roger Raupp Ríos; Roger Rios; Roger Ríos
6970,1083114,J. E. Derkaoui,,,,A5030032699,J. Derkaoui; J. E. Derkaoui
6971,1083115,P. C. Kim,,,,A5031113889,P. C. Kim
6972,1083116,Clint Young,,,,A5031142234,C. Young; Clint Young; Clint Franklin Young
6973,1083117,T. Nishiyama,,,,A5031190871,T. Nishiyama; Toru Nishiyama
6974,1083118,G. Dedes,,,,A5031195142,G. Dedes; George C. Dedes; George Dedes
6975,1083119,T. J. Brodbeck,,,,A5031229830,T. J. Brodbeck; T.J Brodbeck; T J. Brodbeck; T. Brodbeck; Tj Brodbeck
6976,1083120,M. P. Casado,,,,A5031475707,M P. Casado; M. Casado; M. P. Casado; M. Pilar Casado; M.P Casado; Mp Casado
6977,1083121,J. F. Laporte,0000-0002-4815-5314,,,A5031912990,J. F. Laporte; J. Laporte; J F. Laporte; J. ‐F. Laporte; J.F Laporte; J.‐F Laporte; Jean‐Francois Laporte
6978,1083122,Y. Liu,,,,A5031953426,Y. Liu
6979,1083123,B. D. Cooper,,,,A5032199655,B. Cooper; B. D. Cooper
6980,1083124,A. S. Kozhin,,,,A5032426897,A. Kozhin; A. S. Kozhin
6981,1083125,X. Chen,,,,A5032447880,X. Chen
6982,1083126,S. Ben Ami,,,,A5032455325,S. Ben Ami; Sagi Ben Ami
6983,1083127,S. Carron Montero,,,,A5032472367,S. Carron Montero; S. Montero; Sebastian C. Montero; Sebastian Carron Montero; Sebastian Montero
6984,1083128,O. Kvasnicka,,,,A5032580390,O. Kvasnicka; Ondrej Kvasnicka
6985,1083129,A. Gutiérrez,,,,A5032682687,A. Gutierrez; A. Gutiérrez; A.C. Gutiérrez; Alain Gutierrez
6986,1083130,G. P. Kirsch,,,,A5032695730,G. Kirsch; G. P. Kirsch; Guillaume Kirsch
